Unnamed: 0,sup_type,name,address_street,city,postcode,lat,long,website,email,telephone,supplier_contact,supplier_contact_email,supplier_contact_telephone,percent_recyclablenum,percent_efwnum,provides_a_rebateyn,supplier_auditislist_yes_no_na,supplier_audit_date_completed,notes,hierarchy,origin
478,Charity,Together Reuse Store (Birmingham),11 Sample Street,Birmingham,W3 3HD,52.5217891,-1.992163,https://www.example-charity.org,contact.478@example-charity.org,03986 283877,,,,57.5,,1,,,,Reuse,synthetic_sample_data
479,Charity,Hope Charity Shop (Bristol),137 Sample Street,Bristol,E6 8RF,51.4154016,-2.6763534,https://www.example-charity.org,contact.479@example-charity.org,06192 460549,,,,,,0,,,,Reuse,synthetic_sample_data
480,Charity,Forward Reuse Store (Liverpool),181 Sample Street,Liverpool,X9 9KU,53.5377207,-2.9110446,https://www.example-charity.org,contact.480@example-charity.org,03556 104502,,,,,,1,,,,Reuse,synthetic_sample_data
481,Charity,Forward Reuse Store (Southampton),30 Sample Street,Southampton,P1 3VR,50.9597663,-1.3145271,https://www.example-charity.org,contact.481@example-charity.org,02840 867180,,,,,,1,,,,Reuse,synthetic_sample_data
482,Charity,Second Chance Reuse Store (Southampton),197 Sample Street,Southampton,U4 9HZ,51.0119631,-1.4206082,https://www.example-charity.org,contact.482@example-charity.org,01901 737692,,,,,,0,,,,Reuse,synthetic_sample_data
483,Charity,Second Chance Foundation (Manchester),93 Sample Street,Manchester,P6 9BV,53.4923237,-2.2589626,https://www.example-charity.org,contact.483@example-charity.org,07462 303895,,,,,,1,,,,Reuse,synthetic_sample_data
484,Charity,Lighthouse Reuse Store (Sheffield),190 Sample Street,Sheffield,R2 4XO,53.3469338,-1.6164428,https://www.example-charity.org,contact.484@example-charity.org,06047 567220,,,,80.4,,1,,,,Reuse,synthetic_sample_data
485,Charity,Haven Charity Shop (Birmingham),122 Sample Street,Birmingham,S2 3GJ,52.5779018,-1.7492918,https://www.example-charity.org,contact.485@example-charity.org,07786 246347,,,,52.5,,1,,,,Reuse,synthetic_sample_data
486,Charity,Haven Furniture Project (Manchester),119 Sample Street,Manchester,U5 7FR,53.6107459,-2.2153963,https://www.example-charity.org,contact.486@example-charity.org,01108 529350,,,,75.5,,0,,,,Reuse,synthetic_sample_data
487,Charity,Together Support Network (Leeds),119 Sample Street,Leeds,J5 8RX,53.7066019,-1.5845691,https://www.example-charity.org,contact.487@example-charity.org,01691 962767,,,,,,0,,,,Reuse,synthetic_sample_data
488,Charity,Forward Furniture Project (Birmingham),196 Sample Street,Birmingham,F8 4AD,52.4150031,-1.753592,https://www.example-charity.org,contact.488@example-charity.org,05713 537420,,,,,,0,,,,Reuse,synthetic_sample_data
489,Charity,Steppingstone Support Network (Southampton),188 Sample Street,Southampton,V8 2LQ,50.9833697,-1.3800803,https://www.example-charity.org,contact.489@example-charity.org,05225 758501,,,,,,1,,,,Reuse,synthetic_sample_data
490,Charity,Forward Charity Shop (Birmingham),163 Sample Street,Birmingham,F1 5LN,52.5106963,-1.9965589,https://www.example-charity.org,contact.490@example-charity.org,03219 474745,,,,35.6,,1,,,,Reuse,synthetic_sample_data
491,Charity,Together Community Trust (Bristol),176 Sample Street,Bristol,D3 9KK,51.4633837,-2.4570049,https://www.example-charity.org,contact.491@example-charity.org,04002 901834,,,,27.1,,1,,,,Reuse,synthetic_sample_data
492,Charity,New Leaf Furniture Project (Manchester),42 Sample Street,Manchester,J6 8NK,53.4911261,-2.2871112,https://www.example-charity.org,contact.492@example-charity.org,03243 643341,,,,,,0,,,,Reuse,synthetic_sample_data
493,Charity,Together Foundation (Nottingham),20 Sample Street,Nottingham,R9 2NO,52.8711341,-1.251575,https://www.example-charity.org,contact.493@example-charity.org,09612 987168,,,,,,0,,,,Reuse,synthetic_sample_data
494,Charity,Lighthouse Community Trust (London),8 Sample Street,London,Q6 3WJ,51.5012555,-0.184328,https://www.example-charity.org,contact.494@example-charity.org,08240 726680,,,,11.9,,0,,,,Reuse,synthetic_sample_data
495,Charity,New Leaf Community Trust (Coventry),124 Sample Street,Coventry,N2 2AY,52.2995078,-1.6017277,https://www.example-charity.org,contact.495@example-charity.org,03133 182423,,,,4.3,,0,,,,Reuse,synthetic_sample_data
496,Charity,Hope Support Network (London),194 Sample Street,London,B2 5VA,51.5953166,-0.1237562,https://www.example-charity.org,contact.496@example-charity.org,02948 365302,,,,,,0,,,,Reuse,synthetic_sample_data
497,Charity,New Leaf Charity Shop (Southampton),91 Sample Street,Southampton,C3 5SL,50.8213204,-1.2840475,https://www.example-charity.org,contact.497@example-charity.org,06759 130680,,,,,,0,,,,Reuse,synthetic_sample_data
498,Charity,Steppingstone Outreach (Nottingham),138 Sample Street,Nottingham,G4 5FY,52.9758706,-1.2783683,https://www.example-charity.org,contact.498@example-charity.org,01229 654527,,,,,,0,,,,Reuse,synthetic_sample_data
499,Charity,Forward Reuse Store (Leeds),109 Sample Street,Leeds,V2 3LM,53.9269432,-1.443711,https://www.example-charity.org,contact.499@example-charity.org,04033 561023,,,,,,0,,,,Reuse,synthetic_sample_data
500,Charity,Second Chance Support Network (Liverpool),143 Sample Street,Liverpool,E8 6WJ,53.2922536,-2.8462162,https://www.example-charity.org,contact.500@example-charity.org,02807 644973,,,,8.2,,1,,,,Reuse,synthetic_sample_data
501,Charity,Compass Charity Shop (Manchester),18 Sample Street,Manchester,R7 5NG,53.4462343,-2.2555163,https://www.example-charity.org,contact.501@example-charity.org,08273 336845,,,,80.2,,1,,,,Reuse,synthetic_sample_data
502,Charity,Second Chance Support Network (Birmingham),103 Sample Street,Birmingham,V2 2EM,52.3400358,-1.8381523,https://www.example-charity.org,contact.502@example-charity.org,08177 648051,,,,97.8,,0,,,,Reuse,synthetic_sample_data
503,Charity,Bridge Foundation (Manchester),183 Sample Street,Manchester,H7 8IY,53.439913,-2.3328741,https://www.example-charity.org,contact.503@example-charity.org,07623 228725,,,,59.4,,1,,,,Reuse,synthetic_sample_data
504,Charity,Haven Support Network (Sheffield),126 Sample Street,Sheffield,E8 2DI,53.3738479,-1.4391504,https://www.example-charity.org,contact.504@example-charity.org,09379 392438,,,,,,0,,,,Reuse,synthetic_sample_data
505,Charity,Second Chance Support Network (London),160 Sample Street,London,M6 3JT,51.387281,-0.2619443,https://www.example-charity.org,contact.505@example-charity.org,01438 287795,,,,,,0,,,,Reuse,synthetic_sample_data
506,Charity,Forward Community Trust (Reading),88 Sample Street,Reading,P8 9IR,51.5297829,-0.8978284,https://www.example-charity.org,contact.506@example-charity.org,05809 794255,,,,54.1,,0,,,,Reuse,synthetic_sample_data
507,Charity,Second Chance Support Network (London),46 Sample Street,London,M8 8BB,51.6546135,-0.0137623,https://www.example-charity.org,contact.507@example-charity.org,08374 429839,,,,,,1,,,,Reuse,synthetic_sample_data
508,Charity,Compass Charity Shop (Coventry),176 Sample Street,Coventry,Y2 8VR,52.3060433,-1.5404957,https://www.example-charity.org,contact.508@example-charity.org,07374 611133,,,,,,1,,,,Reuse,synthetic_sample_data
509,Charity,Hope Support Network (Newcastle),83 Sample Street,Newcastle,S7 6YJ,54.9969766,-1.7209067,https://www.example-charity.org,contact.509@example-charity.org,05315 618721,,,,,,0,,,,Reuse,synthetic_sample_data
510,Charity,Steppingstone Furniture Project (Birmingham),90 Sample Street,Birmingham,D7 6LN,52.5872802,-1.935737,https://www.example-charity.org,contact.510@example-charity.org,06591 499060,,,,,,0,,,,Reuse,synthetic_sample_data
511,Charity,Second Chance Charity Shop (Leeds),84 Sample Street,Leeds,D6 3AR,53.7211866,-1.6054701,https://www.example-charity.org,contact.511@example-charity.org,02073 419723,,,,,,1,,,,Reuse,synthetic_sample_data
512,Charity,Hope Charity Shop (Southampton),83 Sample Street,Southampton,A6 7SM,50.9141279,-1.4280482,https://www.example-charity.org,contact.512@example-charity.org,08695 716551,,,,,,1,,,,Reuse,synthetic_sample_data
513,Charity,Forward Foundation (Manchester),128 Sample Street,Manchester,T5 6NG,53.5380592,-2.3308275,https://www.example-charity.org,contact.513@example-charity.org,06563 274721,,,,97.4,,0,,,,Reuse,synthetic_sample_data
514,Charity,Compass Foundation (Nottingham),70 Sample Street,Nottingham,H2 2SK,52.869024,-1.2285535,https://www.example-charity.org,contact.514@example-charity.org,07586 943687,,,,,,1,,,,Reuse,synthetic_sample_data
515,Charity,Compass Foundation (Liverpool),103 Sample Street,Liverpool,V9 6GN,53.3213217,-2.9029045,https://www.example-charity.org,contact.515@example-charity.org,05913 553939,,,,,,1,,,,Reuse,synthetic_sample_data
516,Charity,Hope Charity Shop (Reading),120 Sample Street,Reading,S8 4VX,51.5333327,-1.0739197,https://www.example-charity.org,contact.516@example-charity.org,09457 295600,,,,,,1,,,,Reuse,synthetic_sample_data
517,Charity,Bridge Reuse Store (Southampton),82 Sample Street,Southampton,H3 5NN,50.9776845,-1.5364355,https://www.example-charity.org,contact.517@example-charity.org,08577 254920,,,,91.1,,0,,,,Reuse,synthetic_sample_data
518,Charity,New Leaf Reuse Store (Liverpool),63 Sample Street,Liverpool,H2 3GA,53.3384804,-3.0554866,https://www.example-charity.org,contact.518@example-charity.org,04868 525581,,,,31.1,,1,,,,Reuse,synthetic_sample_data
519,Charity,Hope Community Trust (Nottingham),72 Sample Street,Nottingham,E1 5ZZ,53.1021879,-1.1814943,https://www.example-charity.org,contact.519@example-charity.org,03610 385959,,,,17.6,,0,,,,Reuse,synthetic_sample_data
520,Charity,Second Chance Reuse Store (Coventry),36 Sample Street,Coventry,N6 2MX,52.4025526,-1.6637274,https://www.example-charity.org,contact.520@example-charity.org,05882 166670,,,,,,0,,,,Reuse,synthetic_sample_data
521,Charity,Together Reuse Store (Nottingham),189 Sample Street,Nottingham,H2 6KS,53.0040651,-1.1339741,https://www.example-charity.org,contact.521@example-charity.org,09133 194632,,,,,,0,,,,Reuse,synthetic_sample_data
522,Charity,Bridge Reuse Store (Liverpool),180 Sample Street,Liverpool,I1 8RL,53.3238025,-3.1095558,https://www.example-charity.org,contact.522@example-charity.org,08200 528212,,,,31.6,,1,,,,Reuse,synthetic_sample_data
523,Charity,New Leaf Reuse Store (Newcastle),9 Sample Street,Newcastle,L5 1UT,55.0331215,-1.4788054,https://www.example-charity.org,contact.523@example-charity.org,08786 850435,,,,66.2,,0,,,,Reuse,synthetic_sample_data
524,Charity,Compass Foundation (Coventry),114 Sample Street,Coventry,U6 2RH,52.5320372,-1.4682204,https://www.example-charity.org,contact.524@example-charity.org,07302 424291,,,,,,1,,,,Reuse,synthetic_sample_data
525,Charity,Bridge Reuse Store (Bristol),71 Sample Street,Bristol,O6 7ZB,51.3947664,-2.4570033,https://www.example-charity.org,contact.525@example-charity.org,04446 268010,,,,82.3,,1,,,,Reuse,synthetic_sample_data
526,Charity,Lighthouse Charity Shop (Newcastle),91 Sample Street,Newcastle,D3 5QC,55.0493826,-1.4898508,https://www.example-charity.org,contact.526@example-charity.org,07920 960085,,,,,,1,,,,Reuse,synthetic_sample_data
527,Charity,New Leaf Charity Shop (Newcastle),161 Sample Street,Newcastle,U3 1MG,55.036863,-1.5392074,https://www.example-charity.org,contact.527@example-charity.org,08264 929443,,,,,,0,,,,Reuse,synthetic_sample_data
528,Charity,New Leaf Outreach (Manchester),67 Sample Street,Manchester,K8 8XE,53.3781467,-2.2376902,https://www.example-charity.org,contact.528@example-charity.org,07722 931145,,,,,,1,,,,Reuse,synthetic_sample_data
529,Charity,New Leaf Support Network (Bristol),166 Sample Street,Bristol,S4 1AR,51.3640991,-2.6135511,https://www.example-charity.org,contact.529@example-charity.org,07182 975224,,,,22.9,,0,,,,Reuse,synthetic_sample_data
530,Charity,New Leaf Furniture Project (Newcastle),44 Sample Street,Newcastle,N5 3CL,54.8877799,-1.5574217,https://www.example-charity.org,contact.530@example-charity.org,07570 748024,,,,11.7,,1,,,,Reuse,synthetic_sample_data
531,Charity,Bridge Charity Shop (Newcastle),98 Sample Street,Newcastle,Z5 5XP,55.0764772,-1.6195553,https://www.example-charity.org,contact.531@example-charity.org,04328 299800,,,,,,0,,,,Reuse,synthetic_sample_data
532,Charity,Bridge Support Network (Southampton),61 Sample Street,Southampton,Z3 1JI,50.82437,-1.3071733,https://www.example-charity.org,contact.532@example-charity.org,03955 528368,,,,90.7,,1,,,,Reuse,synthetic_sample_data
533,Charity,Hope Support Network (Southampton),182 Sample Street,Southampton,W7 4WM,50.9649801,-1.4169508,https://www.example-charity.org,contact.533@example-charity.org,03182 438947,,,,,,1,,,,Reuse,synthetic_sample_data
534,Charity,Lighthouse Community Trust (Manchester),159 Sample Street,Manchester,T1 1IQ,53.3593838,-2.3749743,https://www.example-charity.org,contact.534@example-charity.org,08715 471512,,,,,,1,,,,Reuse,synthetic_sample_data
535,Charity,Together Furniture Project (Reading),34 Sample Street,Reading,F9 8KO,51.4155704,-0.8376827,https://www.example-charity.org,contact.535@example-charity.org,03938 372935,,,,,,1,,,,Reuse,synthetic_sample_data
536,Charity,New Leaf Support Network (Birmingham),195 Sample Street,Birmingham,L7 5IT,52.4143218,-1.9464191,https://www.example-charity.org,contact.536@example-charity.org,05603 884149,,,,51.7,,1,,,,Reuse,synthetic_sample_data
537,Charity,New Leaf Foundation (Birmingham),10 Sample Street,Birmingham,G3 1HF,52.4308629,-1.7420305,https://www.example-charity.org,contact.537@example-charity.org,08208 155807,,,,,,0,,,,Reuse,synthetic_sample_data
538,Charity,Forward Furniture Project (Coventry),29 Sample Street,Coventry,W9 8OP,52.3969399,-1.6348928,https://www.example-charity.org,contact.538@example-charity.org,08233 473838,,,,86.7,,0,,,,Reuse,synthetic_sample_data
539,Charity,New Leaf Outreach (Sheffield),135 Sample Street,Sheffield,Q5 4SA,53.2591734,-1.3596481,https://www.example-charity.org,contact.539@example-charity.org,03757 886365,,,,18.1,,0,,,,Reuse,synthetic_sample_data
540,Charity,Lighthouse Furniture Project (Leeds),28 Sample Street,Leeds,V2 7LS,53.881276,-1.4960274,https://www.example-charity.org,contact.540@example-charity.org,05657 814407,,,,15.4,,0,,,,Reuse,synthetic_sample_data
541,Charity,Forward Charity Shop (Newcastle),160 Sample Street,Newcastle,V1 6BU,55.0775098,-1.5699382,https://www.example-charity.org,contact.541@example-charity.org,05412 723068,,,,32.5,,0,,,,Reuse,synthetic_sample_data
542,Charity,Compass Reuse Store (Leeds),66 Sample Street,Leeds,C9 7CM,53.9097837,-1.4586326,https://www.example-charity.org,contact.542@example-charity.org,01909 879930,,,,,,1,,,,Reuse,synthetic_sample_data
543,Charity,Haven Outreach (Manchester),111 Sample Street,Manchester,U3 2JP,53.3369536,-2.3301332,https://www.example-charity.org,contact.543@example-charity.org,07592 398776,,,,92.2,,0,,,,Reuse,synthetic_sample_data
544,Charity,Together Community Trust (Sheffield),109 Sample Street,Sheffield,M8 5ST,53.4307561,-1.3704841,https://www.example-charity.org,contact.544@example-charity.org,09021 567080,,,,,,1,,,,Reuse,synthetic_sample_data
545,Charity,Haven Furniture Project (Sheffield),183 Sample Street,Sheffield,K8 4UV,53.4152603,-1.4898682,https://www.example-charity.org,contact.545@example-charity.org,01662 638277,,,,,,1,,,,Reuse,synthetic_sample_data
546,Charity,Compass Support Network (Nottingham),176 Sample Street,Nottingham,Z8 5EE,52.9936679,-1.1506967,https://www.example-charity.org,contact.546@example-charity.org,08165 183029,,,,84.2,,1,,,,Reuse,synthetic_sample_data
547,Charity,Hope Foundation (Bristol),185 Sample Street,Bristol,N7 2OV,51.4750607,-2.5726017,https://www.example-charity.org,contact.547@example-charity.org,02763 635456,,,,,,1,,,,Reuse,synthetic_sample_data
548,Charity,Together Furniture Project (Sheffield),101 Sample Street,Sheffield,V8 3ZF,53.3075581,-1.5955691,https://www.example-charity.org,contact.548@example-charity.org,02866 876487,,,,,,1,,,,Reuse,synthetic_sample_data
549,Charity,Forward Outreach (Coventry),55 Sample Street,Coventry,Z5 6ZF,52.3460943,-1.4935375,https://www.example-charity.org,contact.549@example-charity.org,08371 754112,,,,,,1,,,,Reuse,synthetic_sample_data
550,Charity,Hope Support Network (Reading),169 Sample Street,Reading,F8 8WM,51.3361992,-0.9677872,https://www.example-charity.org,contact.550@example-charity.org,02911 113950,,,,60.2,,1,,,,Reuse,synthetic_sample_data
551,Charity,Lighthouse Charity Shop (Bristol),49 Sample Street,Bristol,J2 3EA,51.4900498,-2.4457234,https://www.example-charity.org,contact.551@example-charity.org,07471 943726,,,,,,0,,,,Reuse,synthetic_sample_data
552,Charity,Bridge Support Network (Coventry),78 Sample Street,Coventry,H7 9GC,52.5479561,-1.4119964,https://www.example-charity.org,contact.552@example-charity.org,03378 781301,,,,14.8,,1,,,,Reuse,synthetic_sample_data
553,Charity,Forward Support Network (London),101 Sample Street,London,O4 4JS,51.3923376,-0.0070754,https://www.example-charity.org,contact.553@example-charity.org,08724 120581,,,,,,0,,,,Reuse,synthetic_sample_data
554,Charity,Haven Outreach (Manchester),103 Sample Street,Manchester,S9 5BP,53.519923,-2.1786722,https://www.example-charity.org,contact.554@example-charity.org,09121 872882,,,,,,1,,,,Reuse,synthetic_sample_data
555,Charity,Haven Foundation (Leeds),127 Sample Street,Leeds,C5 7PD,53.8650871,-1.5406074,https://www.example-charity.org,contact.555@example-charity.org,06174 680130,,,,64.6,,1,,,,Reuse,synthetic_sample_data
556,Charity,Bridge Support Network (Coventry),87 Sample Street,Coventry,H9 4SV,52.387669,-1.6213,https://www.example-charity.org,contact.556@example-charity.org,06633 559392,,,,85.3,,1,,,,Reuse,synthetic_sample_data
557,Charity,Haven Support Network (Birmingham),192 Sample Street,Birmingham,P3 4JW,52.601152,-1.8235015,https://www.example-charity.org,contact.557@example-charity.org,06902 934637,,,,,,1,,,,Reuse,synthetic_sample_data
558,Charity,Forward Furniture Project (Birmingham),5 Sample Street,Birmingham,J4 4RB,52.3881873,-1.9935058,https://www.example-charity.org,contact.558@example-charity.org,07815 617708,,,,,,1,,,,Reuse,synthetic_sample_data
559,Charity,Together Furniture Project (Sheffield),58 Sample Street,Sheffield,N2 4DR,53.4341784,-1.5676856,https://www.example-charity.org,contact.559@example-charity.org,02043 454140,,,,,,1,,,,Reuse,synthetic_sample_data
560,Charity,Together Reuse Store (Sheffield),113 Sample Street,Sheffield,W9 2WB,53.4619122,-1.3890715,https://www.example-charity.org,contact.560@example-charity.org,03476 994863,,,,96.3,,0,,,,Reuse,synthetic_sample_data
561,Charity,Second Chance Outreach (Manchester),41 Sample Street,Manchester,D3 2GL,53.5652957,-2.2097032,https://www.example-charity.org,contact.561@example-charity.org,01687 631948,,,,70.8,,1,,,,Reuse,synthetic_sample_data
562,Charity,Lighthouse Reuse Store (Coventry),2 Sample Street,Coventry,G8 7YY,52.5179478,-1.6234113,https://www.example-charity.org,contact.562@example-charity.org,03257 228957,,,,,,1,,,,Reuse,synthetic_sample_data
563,Charity,Compass Reuse Store (Sheffield),136 Sample Street,Sheffield,U4 3YY,53.3171275,-1.5687215,https://www.example-charity.org,contact.563@example-charity.org,07799 478162,,,,,,0,,,,Reuse,synthetic_sample_data
564,Charity,Haven Support Network (Birmingham),198 Sample Street,Birmingham,V6 1OE,52.5767306,-1.9163772,https://www.example-charity.org,contact.564@example-charity.org,09456 933206,,,,,,0,,,,Reuse,synthetic_sample_data
565,Charity,New Leaf Support Network (Manchester),162 Sample Street,Manchester,Y1 3SB,53.4322911,-2.2721047,https://www.example-charity.org,contact.565@example-charity.org,02007 512369,,,,79.9,,1,,,,Reuse,synthetic_sample_data
566,Charity,Together Outreach (Liverpool),136 Sample Street,Liverpool,X6 6AI,53.3790008,-2.9373388,https://www.example-charity.org,contact.566@example-charity.org,05986 856601,,,,14.7,,1,,,,Reuse,synthetic_sample_data
567,Charity,Steppingstone Outreach (Newcastle),10 Sample Street,Newcastle,L7 4JC,55.0214638,-1.5015261,https://www.example-charity.org,contact.567@example-charity.org,08244 831351,,,,,,1,,,,Reuse,synthetic_sample_data
568,Charity,Together Foundation (Coventry),88 Sample Street,Coventry,C9 9JQ,52.4724642,-1.4057373,https://www.example-charity.org,contact.568@example-charity.org,05651 324116,,,,16.0,,0,,,,Reuse,synthetic_sample_data
569,Charity,Compass Charity Shop (Nottingham),130 Sample Street,Nottingham,D1 6IU,52.9825511,-1.2356981,https://www.example-charity.org,contact.569@example-charity.org,07926 629818,,,,,,0,,,,Reuse,synthetic_sample_data
570,Charity,Steppingstone Charity Shop (Reading),90 Sample Street,Reading,K4 9TH,51.5867029,-0.9934789,https://www.example-charity.org,contact.570@example-charity.org,01085 575159,,,,,,0,,,,Reuse,synthetic_sample_data
571,Charity,Second Chance Reuse Store (Coventry),183 Sample Street,Coventry,G6 8DE,52.3700997,-1.4484463,https://www.example-charity.org,contact.571@example-charity.org,09461 710658,,,,,,1,,,,Reuse,synthetic_sample_data
572,Charity,New Leaf Support Network (Manchester),144 Sample Street,Manchester,C6 9MS,53.3584746,-2.265134,https://www.example-charity.org,contact.572@example-charity.org,04519 567836,,,,,,1,,,,Reuse,synthetic_sample_data
573,Charity,Forward Charity Shop (Bristol),125 Sample Street,Bristol,N3 3QE,51.4797911,-2.5469617,https://www.example-charity.org,contact.573@example-charity.org,09020 867260,,,,12.9,,0,,,,Reuse,synthetic_sample_data
574,Charity,New Leaf Foundation (Coventry),147 Sample Street,Coventry,T7 2DL,52.3205928,-1.5276933,https://www.example-charity.org,contact.574@example-charity.org,07051 224535,,,,,,0,,,,Reuse,synthetic_sample_data
575,Charity,Compass Reuse Store (Manchester),108 Sample Street,Manchester,Z3 3ZS,53.4422402,-2.095294,https://www.example-charity.org,contact.575@example-charity.org,08961 129336,,,,,,1,,,,Reuse,synthetic_sample_data
576,Charity,Forward Furniture Project (Bristol),147 Sample Street,Bristol,L2 1NP,51.3691744,-2.4921625,https://www.example-charity.org,contact.576@example-charity.org,03004 674134,,,,,,1,,,,Reuse,synthetic_sample_data
577,Charity,Steppingstone Community Trust (Sheffield),39 Sample Street,Sheffield,U8 8VO,53.4655048,-1.4775317,https://www.example-charity.org,contact.577@example-charity.org,03269 629283,,,,32.5,,1,,,,Reuse,synthetic_sample_data
578,Charity,Together Furniture Project (Liverpool),147 Sample Street,Liverpool,I2 3WA,53.3282467,-3.0229809,https://www.example-charity.org,contact.578@example-charity.org,08259 871660,,,,77.2,,1,,,,Reuse,synthetic_sample_data
579,Charity,Second Chance Community Trust (Nottingham),122 Sample Street,Nottingham,Y1 9GY,52.9983479,-1.1149257,https://www.example-charity.org,contact.579@example-charity.org,09877 704876,,,,,,0,,,,Reuse,synthetic_sample_data
580,Charity,Hope Reuse Store (Manchester),156 Sample Street,Manchester,W8 2ZR,53.5282763,-2.2330422,https://www.example-charity.org,contact.580@example-charity.org,04371 357201,,,,,,0,,,,Reuse,synthetic_sample_data
581,Charity,Haven Community Trust (Newcastle),30 Sample Street,Newcastle,Q6 7IC,55.0868923,-1.760821,https://www.example-charity.org,contact.581@example-charity.org,07798 125225,,,,54.2,,1,,,,Reuse,synthetic_sample_data
582,Charity,New Leaf Reuse Store (Birmingham),183 Sample Street,Birmingham,F1 6FA,52.3910007,-1.8099086,https://www.example-charity.org,contact.582@example-charity.org,07672 811572,,,,,,1,,,,Reuse,synthetic_sample_data
583,Charity,Lighthouse Reuse Store (Manchester),153 Sample Street,Manchester,D1 4HY,53.4268124,-2.2687532,https://www.example-charity.org,contact.583@example-charity.org,07152 967949,,,,,,1,,,,Reuse,synthetic_sample_data
584,Charity,Second Chance Reuse Store (Nottingham),8 Sample Street,Nottingham,O9 7CP,53.030517,-1.1925854,https://www.example-charity.org,contact.584@example-charity.org,01993 433799,,,,,,0,,,,Reuse,synthetic_sample_data
585,Charity,Second Chance Community Trust (London),129 Sample Street,London,S7 8CU,51.4381479,0.0112424,https://www.example-charity.org,contact.585@example-charity.org,03057 419409,,,,,,0,,,,Reuse,synthetic_sample_data
586,Charity,Bridge Foundation (Sheffield),75 Sample Street,Sheffield,O1 1OT,53.3932319,-1.5696435,https://www.example-charity.org,contact.586@example-charity.org,07942 682119,,,,16.7,,0,,,,Reuse,synthetic_sample_data
587,Charity,Haven Reuse Store (Newcastle),137 Sample Street,Newcastle,Q5 1FX,54.9102909,-1.6925333,https://www.example-charity.org,contact.587@example-charity.org,04485 713583,,,,,,1,,,,Reuse,synthetic_sample_data
588,Charity,New Leaf Charity Shop (Manchester),163 Sample Street,Manchester,G9 6VK,53.4493915,-2.3557069,https://www.example-charity.org,contact.588@example-charity.org,05578 552945,,,,,,1,,,,Reuse,synthetic_sample_data
589,Charity,Lighthouse Community Trust (Bristol),156 Sample Street,Bristol,K1 3UA,51.3782785,-2.4429934,https://www.example-charity.org,contact.589@example-charity.org,08533 728635,,,,,,0,,,,Reuse,synthetic_sample_data
590,Charity,Forward Outreach (Reading),114 Sample Street,Reading,C2 9AV,51.3563608,-0.9613628,https://www.example-charity.org,contact.590@example-charity.org,07435 664271,,,,35.3,,1,,,,Reuse,synthetic_sample_data
591,Charity,Hope Furniture Project (Southampton),6 Sample Street,Southampton,G8 1HX,50.8670897,-1.501244,https://www.example-charity.org,contact.591@example-charity.org,08580 488477,,,,68.1,,1,,,,Reuse,synthetic_sample_data
592,Charity,Compass Outreach (Leeds),181 Sample Street,Leeds,P6 1IP,53.67779,-1.5150672,https://www.example-charity.org,contact.592@example-charity.org,04623 345637,,,,20.9,,0,,,,Reuse,synthetic_sample_data
593,Charity,Steppingstone Foundation (Reading),33 Sample Street,Reading,R4 3CS,51.4231259,-0.8671251,https://www.example-charity.org,contact.593@example-charity.org,09093 278758,,,,12.7,,0,,,,Reuse,synthetic_sample_data
594,Charity,Hope Charity Shop (Nottingham),165 Sample Street,Nottingham,I9 8AN,53.0234697,-1.2258016,https://www.example-charity.org,contact.594@example-charity.org,09731 744304,,,,65.0,,1,,,,Reuse,synthetic_sample_data
595,Charity,Second Chance Charity Shop (Liverpool),185 Sample Street,Liverpool,P6 9YB,53.5117025,-3.0195372,https://www.example-charity.org,contact.595@example-charity.org,09491 589251,,,,,,1,,,,Reuse,synthetic_sample_data
596,Charity,Haven Community Trust (Liverpool),20 Sample Street,Liverpool,S1 4WN,53.4181231,-3.0467274,https://www.example-charity.org,contact.596@example-charity.org,06483 185782,,,,19.7,,1,,,,Reuse,synthetic_sample_data
597,Charity,Hope Support Network (Bristol),122 Sample Street,Bristol,A6 5HD,51.3233532,-2.5503116,https://www.example-charity.org,contact.597@example-charity.org,08077 947311,,,,,,1,,,,Reuse,synthetic_sample_data
598,Charity,Bridge Furniture Project (London),9 Sample Street,London,D8 2CB,51.6038901,-0.1218975,https://www.example-charity.org,contact.598@example-charity.org,08184 901215,,,,,,0,,,,Reuse,synthetic_sample_data
599,Charity,Hope Reuse Store (Birmingham),98 Sample Street,Birmingham,D1 9BJ,52.3548007,-1.7996839,https://www.example-charity.org,contact.599@example-charity.org,08075 168986,,,,,,1,,,,Reuse,synthetic_sample_data
600,Charity,Steppingstone Furniture Project (Leeds),173 Sample Street,Leeds,O7 2KU,53.9101748,-1.4628576,https://www.example-charity.org,contact.600@example-charity.org,08428 502569,,,,45.4,,1,,,,Reuse,synthetic_sample_data
601,Charity,Steppingstone Charity Shop (Southampton),66 Sample Street,Southampton,Z4 3UQ,50.8174444,-1.5235931,https://www.example-charity.org,contact.601@example-charity.org,02106 721686,,,,,,1,,,,Reuse,synthetic_sample_data
602,Charity,New Leaf Outreach (Coventry),194 Sample Street,Coventry,E5 7QU,52.4430553,-1.613923,https://www.example-charity.org,contact.602@example-charity.org,01722 163429,,,,,,0,,,,Reuse,synthetic_sample_data
603,Charity,Compass Reuse Store (Birmingham),144 Sample Street,Birmingham,S3 1HQ,52.4770571,-1.8594012,https://www.example-charity.org,contact.603@example-charity.org,01132 642827,,,,42.2,,0,,,,Reuse,synthetic_sample_data
